 Lon= 112.5 Lat= 27.619
 PWAT PWAT18O PWATHDO PRATE PRATE18O PRATEHDO CPRAT CPRAT18O CPRATHDO LHTFL LHTFL18O LHTFLHDO SPFH2m SPFH2m18O SPFH2mHDO TMP2m RH2m PRESsfc HGT500
	  0.1460445E+02	  0.1435614E+02	  0.1281082E+02	  0.2505288E-04	  0.2494645E-04	  0.2463574E-04	  0.1138387E-06	  0.1136371E-06	  0.1149919E-06	  0.3078911E+02	  0.3058981E+02	  0.2963697E+02	  0.4016405E-02	  0.3960134E-02	  0.3631396E-02	  0.2760432E+03	  0.8154765E+02	  0.9834121E+05	  0.5717913E+04
	  0.1526757E+02	  0.1503611E+02	  0.1359906E+02	  0.1963047E-04	  0.1960900E-04	  0.1983257E-04	  0.2488571E-06	  0.2491875E-06	  0.2586518E-06	  0.4550362E+02	  0.4536097E+02	  0.4505244E+02	  0.4412166E-02	  0.4366008E-02	  0.4110346E-02	  0.2773648E+03	  0.8154469E+02	  0.9828836E+05	  0.5696030E+04
	  0.2150633E+02	  0.2120570E+02	  0.1936078E+02	  0.4254775E-04	  0.4242502E-04	  0.4225354E-04	  0.4059314E-05	  0.4048612E-05	  0.4037298E-05	  0.7135268E+02	  0.7118071E+02	  0.7105273E+02	  0.7170615E-02	  0.7091001E-02	  0.6630772E-02	  0.2842741E+03	  0.8219135E+02	  0.9784645E+05	  0.5729987E+04
	  0.3670721E+02	  0.3616079E+02	  0.3276844E+02	  0.1035548E-03	  0.1032152E-03	  0.1023936E-03	  0.4488176E-04	  0.4480825E-04	  0.4484900E-04	  0.8781583E+02	  0.8756570E+02	  0.8701560E+02	  0.1037392E-01	  0.1025484E-01	  0.9555384E-02	  0.2875045E+03	  0.9553844E+02	  0.9733323E+05	  0.5785077E+04
	  0.4664891E+02	  0.4570531E+02	  0.3978903E+02	  0.6103467E-04	  0.6060775E-04	  0.5834259E-04	  0.3640828E-04	  0.3624575E-04	  0.3551826E-04	  0.1535404E+03	  0.1528603E+03	  0.1500405E+03	  0.1561735E-01	  0.1541491E-01	  0.1420317E-01	  0.2957366E+03	  0.8488393E+02	  0.9653022E+05	  0.5818669E+04
	  0.4945575E+02	  0.4837497E+02	  0.4155391E+02	  0.1333412E-03	  0.1322590E-03	  0.1258956E-03	  0.1087127E-03	  0.1078858E-03	  0.1030339E-03	  0.2108707E+03	  0.2092522E+03	  0.1998945E+03	  0.1902940E-01	  0.1874322E-01	  0.1697808E-01	  0.2989984E+03	  0.8440218E+02	  0.9597148E+05	  0.5811499E+04
	  0.4921425E+02	  0.4812399E+02	  0.4121592E+02	  0.4657698E-04	  0.4625471E-04	  0.4439523E-04	  0.3308696E-04	  0.3287681E-04	  0.3166790E-04	  0.1588230E+03	  0.1578062E+03	  0.1520421E+03	  0.1655511E-01	  0.1632296E-01	  0.1488188E-01	  0.2967835E+03	  0.8436736E+02	  0.9647361E+05	  0.5837230E+04
	  0.4272566E+02	  0.4180460E+02	  0.3604550E+02	  0.4732487E-04	  0.4693884E-04	  0.4472606E-04	  0.3455372E-04	  0.3432066E-04	  0.3300845E-04	  0.1606327E+03	  0.1596667E+03	  0.1542898E+03	  0.1524221E-01	  0.1501571E-01	  0.1362138E-01	  0.2994733E+03	  0.6641125E+02	  0.9676041E+05	  0.5872020E+04
	  0.4557796E+02	  0.4451104E+02	  0.3782166E+02	  0.1106420E-03	  0.1096577E-03	  0.1037981E-03	  0.9759019E-04	  0.9670856E-04	  0.9140516E-04	  0.1544523E+03	  0.1530818E+03	  0.1449774E+03	  0.1629318E-01	  0.1603743E-01	  0.1446126E-01	  0.2974806E+03	  0.7985225E+02	  0.9673290E+05	  0.5848805E+04
	  0.3106093E+02	  0.3035657E+02	  0.2596751E+02	  0.6706274E-05	  0.6685548E-05	  0.6623355E-05	  0.2607532E-05	  0.2593919E-05	  0.2517580E-05	  0.7951323E+02	  0.7899908E+02	  0.7617358E+02	  0.9616253E-02	  0.9484030E-02	  0.8698361E-02	  0.2902382E+03	  0.7454555E+02	  0.9756569E+05	  0.5830032E+04
	  0.2256063E+02	  0.2211009E+02	  0.1932345E+02	  0.4771089E-04	  0.4741360E-04	  0.4618161E-04	  0.3693800E-05	  0.3677692E-05	  0.3642858E-05	  0.3542638E+02	  0.3521939E+02	  0.3421977E+02	  0.6130008E-02	  0.6041437E-02	  0.5530112E-02	  0.2843822E+03	  0.6998904E+02	  0.9810912E+05	  0.5760226E+04
	  0.1644575E+02	  0.1612825E+02	  0.1413568E+02	  0.2904534E-04	  0.2887949E-04	  0.2816697E-04	  0.9101049E-06	  0.9060726E-06	  0.8949274E-06	  0.3439887E+02	  0.3419265E+02	  0.3326579E+02	  0.5129816E-02	  0.5051292E-02	  0.4582973E-02	  0.2775539E+03	  0.9349707E+02	  0.9826169E+05	  0.5726306E+04
	  0.1068628E+02	  0.1048538E+02	  0.9244259E+01	  0.9727016E-06	  0.9680000E-06	  0.9527741E-06	  0.8590322E-07	  0.8546774E-07	  0.8400000E-07	  0.2452402E+02	  0.2437391E+02	  0.2370589E+02	  0.3479589E-02	  0.3430111E-02	  0.3140212E-02	  0.2762581E+03	  0.6979852E+02	  0.9862014E+05	  0.5705777E+04
	  0.2308926E+02	  0.2271994E+02	  0.2040186E+02	  0.7516912E-04	  0.7489875E-04	  0.7425973E-04	  0.1414879E-05	  0.1410043E-05	  0.1396965E-05	  0.2930985E+02	  0.2919481E+02	  0.2886615E+02	  0.6047548E-02	  0.5964081E-02	  0.5461453E-02	  0.2806262E+03	  0.8852685E+02	  0.9766882E+05	  0.5686864E+04
	  0.2992326E+02	  0.2942978E+02	  0.2631564E+02	  0.1087940E-03	  0.1081972E-03	  0.1055665E-03	  0.2552161E-05	  0.2544904E-05	  0.2535798E-05	  0.4070980E+02	  0.4050396E+02	  0.3968567E+02	  0.7931563E-02	  0.7814582E-02	  0.7099653E-02	  0.2830742E+03	  0.9822363E+02	  0.9762148E+05	  0.5733822E+04
	  0.4083860E+02	  0.4021578E+02	  0.3637076E+02	  0.1476009E-03	  0.1469055E-03	  0.1440407E-03	  0.1099549E-03	  0.1094316E-03	  0.1071559E-03	  0.1133481E+03	  0.1128200E+03	  0.1106861E+03	  0.1384731E-01	  0.1366790E-01	  0.1259973E-01	  0.2925140E+03	  0.9216753E+02	  0.9686886E+05	  0.5780068E+04
	  0.4002343E+02	  0.3928143E+02	  0.3463261E+02	  0.7485846E-04	  0.7446334E-04	  0.7254491E-04	  0.5864367E-04	  0.5830343E-04	  0.5655978E-04	  0.1529275E+03	  0.1521517E+03	  0.1486624E+03	  0.1346879E-01	  0.1329232E-01	  0.1223705E-01	  0.2927665E+03	  0.8820956E+02	  0.9680257E+05	  0.5809800E+04
	  0.4783145E+02	  0.4675021E+02	  0.3996675E+02	  0.1135300E-03	  0.1121563E-03	  0.1038315E-03	  0.6598268E-04	  0.6527187E-04	  0.6099111E-04	  0.2025160E+03	  0.2008912E+03	  0.1916765E+03	  0.1772845E-01	  0.1745996E-01	  0.1582464E-01	  0.2987030E+03	  0.8030743E+02	  0.9624567E+05	  0.5833992E+04
	  0.4759110E+02	  0.4662887E+02	  0.4062889E+02	  0.6274699E-04	  0.6226348E-04	  0.5959703E-04	  0.3729680E-04	  0.3705893E-04	  0.3580275E-04	  0.1774571E+03	  0.1759456E+03	  0.1675319E+03	  0.1757989E-01	  0.1732367E-01	  0.1576949E-01	  0.2987396E+03	  0.7969882E+02	  0.9652495E+05	  0.5853300E+04
	  0.4746580E+02	  0.4646767E+02	  0.4021353E+02	  0.9773041E-04	  0.9714180E-04	  0.9383548E-04	  0.9744116E-04	  0.9685416E-04	  0.9355383E-04	  0.1514540E+03	  0.1503368E+03	  0.1441661E+03	  0.1646710E-01	  0.1623709E-01	  0.1482768E-01	  0.3012340E+03	  0.6436311E+02	  0.9630367E+05	  0.5844670E+04
	  0.4515700E+02	  0.4411298E+02	  0.3756765E+02	  0.5653100E-04	  0.5616533E-04	  0.5411293E-04	  0.4830172E-04	  0.4798504E-04	  0.4618370E-04	  0.1420722E+03	  0.1411644E+03	  0.1360877E+03	  0.1472744E-01	  0.1452112E-01	  0.1326385E-01	  0.2947100E+03	  0.8577594E+02	  0.9711571E+05	  0.5865780E+04
	  0.3810839E+02	  0.3727709E+02	  0.3210122E+02	  0.8852798E-04	  0.8779780E-04	  0.8365650E-04	  0.5884160E-04	  0.5839619E-04	  0.5584409E-04	  0.1019014E+03	  0.1011041E+03	  0.9659283E+02	  0.1284722E-01	  0.1264458E-01	  0.1141280E-01	  0.2916713E+03	  0.9067735E+02	  0.9740089E+05	  0.5837063E+04
	  0.1755264E+02	  0.1723600E+02	  0.1530599E+02	  0.1036448E-04	  0.1032747E-04	  0.1026187E-04	  0.2361425E-05	  0.2350384E-05	  0.2319575E-05	  0.6035716E+02	  0.5996711E+02	  0.5802959E+02	  0.6072125E-02	  0.5992248E-02	  0.5531742E-02	  0.2820143E+03	  0.8134636E+02	  0.9823142E+05	  0.5760587E+04
	  0.2051583E+02	  0.2011897E+02	  0.1763507E+02	  0.2983183E-04	  0.2964968E-04	  0.2887509E-04	  0.1540831E-05	  0.1532709E-05	  0.1499920E-05	  0.3392647E+02	  0.3371914E+02	  0.3272917E+02	  0.6059446E-02	  0.5966086E-02	  0.5402785E-02	  0.2808586E+03	  0.8770244E+02	  0.9811513E+05	  0.5736485E+04
	  0.1278605E+02	  0.1255174E+02	  0.1109768E+02	  0.6310073E-05	  0.6287225E-05	  0.6237161E-05	  0.7802178E-06	  0.7771533E-06	  0.7700888E-06	  0.4098752E+02	  0.4074315E+02	  0.3969270E+02	  0.4577602E-02	  0.4512852E-02	  0.4135410E-02	  0.2777087E+03	  0.8256551E+02	  0.9827121E+05	  0.5693408E+04
	  0.2022449E+02	  0.1989134E+02	  0.1778916E+02	  0.4271999E-04	  0.4253914E-04	  0.4189099E-04	  0.1062884E-05	  0.1060125E-05	  0.1056054E-05	  0.2566846E+02	  0.2553289E+02	  0.2496630E+02	  0.5697076E-02	  0.5621300E-02	  0.5168783E-02	  0.2807843E+03	  0.8261173E+02	  0.9778177E+05	  0.5690093E+04
	  0.2415863E+02	  0.2377428E+02	  0.2137507E+02	  0.5001081E-04	  0.4990582E-04	  0.5008362E-04	  0.1688105E-05	  0.1685718E-05	  0.1699960E-05	  0.4843178E+02	  0.4828397E+02	  0.4807210E+02	  0.6278683E-02	  0.6206312E-02	  0.5793045E-02	  0.2797378E+03	  0.9807528E+02	  0.9807001E+05	  0.5738111E+04
	  0.4067313E+02	  0.4001408E+02	  0.3590326E+02	  0.1694075E-03	  0.1686654E-03	  0.1657856E-03	  0.6075002E-04	  0.6050600E-04	  0.5945086E-04	  0.7497955E+02	  0.7465096E+02	  0.7335097E+02	  0.1155579E-01	  0.1141046E-01	  0.1053669E-01	  0.2885472E+03	  0.9939442E+02	  0.9728966E+05	  0.5782658E+04
	  0.3520110E+02	  0.3458395E+02	  0.3072417E+02	  0.4314080E-04	  0.4296452E-04	  0.4222129E-04	  0.4053081E-04	  0.4036056E-04	  0.3963756E-04	  0.1790684E+03	  0.1783342E+03	  0.1756534E+03	  0.1466150E-01	  0.1449831E-01	  0.1354572E-01	  0.2975118E+03	  0.7162798E+02	  0.9652043E+05	  0.5809111E+04
	  0.5049157E+02	  0.4939010E+02	  0.4243423E+02	  0.1148303E-03	  0.1139765E-03	  0.1091921E-03	  0.7282344E-04	  0.7232604E-04	  0.6955738E-04	  0.1505955E+03	  0.1495559E+03	  0.1438856E+03	  0.1650590E-01	  0.1626992E-01	  0.1482313E-01	  0.2957909E+03	  0.8962702E+02	  0.9680277E+05	  0.5847687E+04
	  0.5126811E+02	  0.5017637E+02	  0.4329583E+02	  0.9929717E-04	  0.9845342E-04	  0.9339009E-04	  0.8518256E-04	  0.8444854E-04	  0.8002020E-04	  0.1839267E+03	  0.1825490E+03	  0.1746929E+03	  0.1847561E-01	  0.1820639E-01	  0.1654252E-01	  0.2982976E+03	  0.8577915E+02	  0.9633674E+05	  0.5838248E+04
